 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
Bb dorian (2b), 3+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:1:0:1, 8+1:0:0:0:3, 5+0:0:0:0:3, 7+1:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 8+1:0:0:0:3, 1+0:0:0:0:0, 93+3:0:1:0:43
D dorian (2#), 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:3, 2+0:0:0:0:2, 10+1:4:0:0:3, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 82+3:45:2:0:40
Bb phrygian (2b), 4+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 6+0:4:0:0:4, 6+1:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 7+1:2:0:0:2, 0+0:0:0:0:0, 92+3:37:1:0:38
D phrygian (2#), 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 3+0:0:0:0:3, 9+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 90+3:0:2:0:44
Bb lydian (2b), 3+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:1:0:1, 8+1:0:0:0:3, 5+0:0:0:0:3, 7+1:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 8+1:0:0:0:3, 1+0:0:0:0:0, 93+3:0:1:0:43
D lydian (2#), 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:3, 2+0:0:0:0:2, 10+1:4:0:0:3, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 82+3:45:2:0:40
Bb mixolydian (2b), 4+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 6+0:4:0:0:4, 6+1:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 7+1:2:0:0:2, 0+0:0:0:0:0, 92+3:37:1:0:38
D mixolydian (2#), 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 3+0:0:0:0:3, 9+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 90+3:0:2:0:44
Bb aeolian (2b), 3+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:1:0:1, 7+1:0:0:0:3, 6+0:0:0:0:3, 6+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+1:0:0:0:3, 0+0:0:0:0:0, 90+3:0:1:0:43
D aeolian (2#), 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 9+1:5:0:0:4, 3+0:0:0:0:3, 10+1:4:0:0:4, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 9+1:5:0:0:4, 1+0:1:0:0:0, 88+3:46:2:0:48
Bb locrian (2b), 4+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:1:0:0, 6+1:2:0:0:3, 6+0:4:0:0:5, 5+1:2:0:0:3, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 6+1:2:0:0:3, 0+0:0:0:0:0, 87+3:37:1:0:49
D locrian (2#), 2+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 4+0:0:0:0:3, 8+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 92+3:0:0:0:42
Eb major (3b), 4+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 6+0:4:0:0:4, 6+1:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 7+1:2:0:0:2, 0+0:0:0:0:0, 92+3:37:1:0:38
A major (3#), 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:3, 2+0:0:0:0:2, 10+1:4:0:0:3, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 82+3:45:2:0:40
C minor (3b), 3+0:1:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 8+1:2:0:0:3, 5+0:4:0:0:3, 7+1:2:0:0:3, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 5+0:3:0:0:2, 1+0:0:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:1, 5+0:3:0:0:2, 1+0:0:0:0:1, 6+0:4:0:0:3, 8+1:2:0:0:3, 0+0:0:0:0:0, 91+3:39:0:0:43
F# minor (3#), 3+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 9+1:5:0:0:5, 3+0:0:0:0:0, 10+1:4:0:0:6, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:0:0:0, 4+0:3:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:0:0:0, 4+0:3:0:0:4, 2+0:0:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:0, 91+3:41:0:0:46
C minor mel (3b), 2+0:1:0:0:1, 4+0:1:0:0:0, 2+0:0:0:0:0, 8+1:2:0:0:3, 5+0:4:0:0:3, 7+1:2:0:0:3, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:2, 2+0:0:0:0:1, 5+0:4:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:2, 2+0:0:0:0:1, 5+0:4:0:0:3, 8+1:2:0:0:3, 0+0:0:0:0:0, 89+3:38:0:0:42
F# minor mel (3#), 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 9+1:5:0:0:5, 2+0:0:0:0:0, 10+1:4:0:0:6, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 9+1:5:0:0:5, 0+0:0:0:0:0, 82+3:40:0:0:45
Eb major blues (3b), 4+0:1:0:0:2, 6+0:2:0:0:3, 2+0:0:1:0:0, 7+1:2:0:0:4, 6+0:4:0:0:6, 6+1:2:0:0:4, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 7+0:4:0:0:6, 2+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 7+0:4:0:0:6, 7+1:2:0:0:4, 0+0:0:0:0:0, 100+3:37:1:0:61
A major blues (3#), 3+0:1:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 9+1:5:0:0:5, 3+0:0:0:0:1, 10+1:4:0:0:4, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 4+0:4:0:0:3, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:0, 98+3:43:2:0:42
C minor blues (3b), 4+0:1:0:0:2, 6+0:2:0:0:3, 2+0:0:1:0:0, 7+1:2:0:0:4, 6+0:4:0:0:6, 6+1:2:0:0:4, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 7+0:4:0:0:6, 2+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 7+0:4:0:0:6, 7+1:2:0:0:4, 0+0:0:0:0:0, 100+3:37:1:0:61
F# minor blues (3#), 3+0:1:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 9+1:5:0:0:5, 3+0:0:0:0:1, 10+1:4:0:0:4, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 3+0:0:0:0:1, 4+0:4:0:0:3, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 4+0:4:0:0:3, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:0, 98+3:43:2:0:42
Eb dorian (3b), 3+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:1:0:1, 7+1:0:0:0:3, 6+0:0:0:0:3, 6+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+1:0:0:0:3, 0+0:0:0:0:0, 90+3:0:1:0:43
A dorian (3#), 2+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:1, 10+1:4:0:0:4, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 9+1:5:0:0:5, 0+0:0:0:0:0, 73+3:43:2:0:42
Eb phrygian (3b), 4+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:1:0:0, 6+1:2:0:0:3, 6+0:4:0:0:5, 5+1:2:0:0:3, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 6+1:2:0:0:3, 0+0:0:0:0:0, 87+3:37:1:0:49
A phrygian (3#), 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 9+1:5:0:0:4, 3+0:0:0:0:3, 10+1:4:0:0:4, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 9+1:5:0:0:4, 1+0:1:0:0:0, 88+3:46:2:0:48
Eb lydian (3b), 3+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:1:0:1, 7+1:0:0:0:3, 6+0:0:0:0:3, 6+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+1:0:0:0:3, 0+0:0:0:0:0, 90+3:0:1:0:43
A lydian (3#), 2+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:1, 10+1:4:0:0:4, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 9+1:5:0:0:5, 0+0:0:0:0:0, 73+3:43:2:0:42
Eb mixolydian (3b), 4+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:1:0:0, 6+1:2:0:0:3, 6+0:4:0:0:5, 5+1:2:0:0:3, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 6+1:2:0:0:3, 0+0:0:0:0:0, 87+3:37:1:0:49
A mixolydian (3#), 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 9+1:5:0:0:4, 3+0:0:0:0:3, 10+1:4:0:0:4, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 9+1:5:0:0:4, 1+0:1:0:0:0, 88+3:46:2:0:48
Eb aeolian (3b), 4+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 6+0:4:0:0:4, 6+1:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 7+1:2:0:0:2, 0+0:0:0:0:0, 92+3:37:1:0:38
A aeolian (3#), 3+0:1:0:0:1, 3+0:2:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:3, 2+0:0:0:0:2, 10+1:4:0:0:3, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 4+0:4:0:0:2, 3+0:0:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 82+3:45:2:0:40
Eb locrian (3b), 4+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:1:0:0, 5+1:2:0:0:4, 6+0:4:0:0:6, 4+1:2:0:0:4, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:3, 1+0:0:0:0:0, 7+0:4:0:0:6, 0+0:0:0:0:0, 6+0:2:0:0:3, 1+0:0:0:0:0, 7+0:4:0:0:6, 5+1:2:0:0:4, 0+0:0:0:0:0, 79+3:37:1:0:61
A locrian (3#), 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 3+0:0:0:0:3, 9+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 90+3:0:2:0:44
Ab major (4b), 4+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:1:0:0, 6+1:2:0:0:3, 6+0:4:0:0:5, 5+1:2:0:0:3, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:4:0:0:5, 6+1:2:0:0:3, 0+0:0:0:0:0, 87+3:37:1:0:49
E major (4#), 2+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:1, 10+1:4:0:0:4, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 1+0:0:0:0:1, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 4+0:4:0:0:3, 2+0:0:1:0:1, 5+0:3:0:0:3, 0+0:0:0:0:0, 9+1:5:0:0:5, 0+0:0:0:0:0, 73+3:43:2:0:42
F minor (4b), 4+0:1:0:0:1, 7+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 5+0:4:0:0:4, 6+1:2:0:0:2, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:4:0:0:4, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 6+0:4:0:0:4, 7+1:2:0:0:2, 1+0:0:0:0:0, 90+3:37:1:0:38
C# minor (4#), 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:5:0:0:5, 2+0:0:0:0:0, 10+1:4:0:0:5, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:1:0:1, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:1:0:1, 5+0:3:0:0:4, 1+0:0:0:0:0, 9+1:5:0:0:5, 0+0:0:0:0:0, 83+3:40:2:0:46
F minor mel (4b), 4+0:1:0:0:1, 6+0:2:0:0:2, 1+0:0:1:0:1, 8+1:2:0:0:2, 5+0:4:0:0:4, 7+1:2:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:4:0:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:4:0:0:4, 8+1:2:0:0:2, 1+0:0:0:0:0, 95+3:37:1:0:38
C# minor mel (4#), 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 8+1:5:0:0:5, 1+0:0:0:0:0, 9+1:4:0:0:5, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:1:0:1, 5+0:3:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:1:0:1, 5+0:3:0:0:4, 2+0:0:0:0:0, 8+1:5:0:0:5, 0+0:0:0:0:0, 78+3:40:2:0:46
Ab major blues (4b), 4+0:1:0:0:3, 6+0:2:0:0:4, 1+0:0:0:0:0, 7+1:2:0:0:4, 6+0:4:0:0:6, 7+1:2:0:0:4, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 6+0:2:0:0:4, 3+0:0:0:0:0, 7+0:4:0:0:7, 2+0:0:0:0:0, 6+0:2:0:0:4, 3+0:0:0:0:0, 7+0:4:0:0:7, 7+1:2:0:0:4, 0+0:0:0:0:0, 100+3:37:0:0:67
E major blues (4#), 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:5:0:0:5, 3+0:0:0:0:0, 10+1:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:1:0:1, 5+0:3:0:0:3, 3+0:0:0:0:0, 9+1:5:0:0:5, 1+0:0:0:0:0, 98+3:40:2:0:42
F minor blues (4b), 4+0:1:0:0:3, 6+0:2:0:0:4, 1+0:0:0:0:0, 7+1:2:0:0:4, 6+0:4:0:0:6, 7+1:2:0:0:4, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 5+0:3:0:0:5, 2+0:0:0:0:0, 6+0:2:0:0:4, 3+0:0:0:0:0, 7+0:4:0:0:7, 2+0:0:0:0:0, 6+0:2:0:0:4, 3+0:0:0:0:0, 7+0:4:0:0:7, 7+1:2:0:0:4, 0+0:0:0:0:0, 100+3:37:0:0:67
