 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, rowcost
E lydian (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Ab mixolydian (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
E mixolydian (4#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 8+0:4:0:0:2, 3+0:0:0:0:0, 8+0:5:0:0:3, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 3+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:0, 6+0:4:0:0:2, 2+0:0:0:0:0, 6+0:5:0:0:3, 3+0:1:0:0:0,  ,  , 5+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 135+0:46:2:0:13
Ab aeolian (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 80+0:11:2:0:15
E aeolian (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
Ab locrian (4b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
E locrian (4#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 7+0:4:0:0:1, 2+0:0:0:0:1, 8+0:5:0:0:2, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 2+0:1:0:0:0,  ,  ,  , 4+0:2:0:0:0, 5+0:4:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:2, 2+0:1:0:0:0,  ,  , 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 104+0:47:2:0:9
Db major (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
B major (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:3, 2+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 97+0:11:2:0:15
G# minor (5#), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:3, 5+0:0:1:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 5+0:1:0:0:5, 7+0:1:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:4, 8+0:2:0:0:6, 8+0:4:0:0:7, 6+0:0:0:0:3, 8+0:5:0:0:8, 5+0:1:0:0:5, 7+0:1:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:1:0:2, 4+0:0:0:0:2,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 5+0:0:0:0:3, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:4, 7+0:2:0:0:5, 4+0:1:0:0:4, 6+0:1:0:0:4, 2+0:0:0:0:2, 4+0:1:0:0:3, 180+0:40:2:0:147
Bb minor mel (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:2:1:0:3, 2+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 67+0:11:2:0:15
G# minor mel (5#), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:3, 4+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:5, 5+0:1:0:0:4, 8+0:2:0:0:6, 8+0:4:0:0:7, 7+0:0:0:0:3, 8+0:5:0:0:8, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:1:0:0:5, 5+0:1:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 6+0:0:0:0:3, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:4, 7+0:2:0:0:5, 4+0:1:0:0:4, 6+0:1:0:0:4, 2+0:0:0:0:2, 4+0:1:0:0:3, 185+0:42:0:0:145
Db major blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 4+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:4, 6+0:2:1:0:5, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 161+0:11:2:0:76
B major blues (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:1:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 4+0:0:1:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 193+0:42:2:0:62
Bb minor blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 4+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:4, 6+0:2:1:0:5, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 161+0:11:2:0:76
G# minor blues (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:1:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 4+0:0:1:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 193+0:42:2:0:62
Db dorian (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 80+0:11:2:0:15
B dorian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Db phrygian (5b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
B phrygian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
Db lydian (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 80+0:11:2:0:15
B lydian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Db mixolydian (5b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
