 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
C locrian (0), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 16+0:0:2:0:2
G major (1#), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 34+0:0:2:0:2
D minor (1b), 2+0:0:0:0:1, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 18+0:0:2:0:6
E minor (1#), 5+0:3:0:0:3, 3+0:0:0:0:0,  ,  , 5+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 5+0:3:1:0:3, 4+0:1:0:0:1, 5+0:2:0:0:2, 3+0:2:0:0:2, 39+0:17:2:0:17
D minor mel (1b), 3+0:0:0:0:1, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 26+0:0:2:0:6
E minor mel (1#), 5+0:3:0:0:3, 3+0:0:0:0:0,  ,  , 5+0:4:1:0:4, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:1:0:3, 5+0:1:0:0:1, 5+0:2:0:0:2, 4+0:2:0:0:2, 41+0:17:2:0:17
F major blues (1b), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:2:0:2
G major blues (1#), 4+0:2:0:0:0, 3+0:1:0:0:0,  ,  , 5+0:3:1:0:2, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:1, 4+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 38+0:13:2:0:3
D minor blues (1b), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:2:0:2
E minor blues (1#), 4+0:2:0:0:0, 3+0:1:0:0:0,  ,  , 5+0:3:1:0:2, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:1, 4+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 38+0:13:2:0:3
F dorian (1b), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 24+0:0:2:0:2
G dorian (1#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
F phrygian (1b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
G phrygian (1#), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 24+0:0:2:0:2
F lydian (1b), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 24+0:0:2:0:2
G lydian (1#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
F mixolydian (1b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
G mixolydian (1#), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 24+0:0:2:0:2
F aeolian (1b), 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 16+0:0:2:0:2
G aeolian (1#), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 34+0:0:2:0:2
F locrian (1b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
G locrian (1#), 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 16+0:0:2:0:2
Bb major (2b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
D major (2#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
G minor (2b), 3+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:2, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 20+0:1:3:0:4
B minor (2#), 4+0:3:0:0:4, 4+0:1:0:0:2,  ,  , 5+0:4:1:0:5, 4+0:0:0:0:1, 3+0:2:0:0:3, 2+0:0:0:0:1, 5+0:3:1:0:4, 5+0:1:0:0:2, 4+0:2:0:0:3, 5+0:2:0:0:3, 41+0:18:2:0:28
G minor mel (2b), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:2, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 26+0:1:2:0:3
B minor mel (2#), 4+0:3:0:0:4, 4+0:1:0:0:2,  ,  , 6+0:4:1:0:5, 4+0:0:0:0:1, 3+0:2:0:0:3, 3+0:0:0:0:1, 6+0:3:1:0:4, 5+0:1:0:0:2, 5+0:2:0:0:3, 6+0:2:0:0:3, 46+0:18:2:0:28
Bb major blues (2b), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 29+0:0:2:0:4
D major blues (2#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 4+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 42+0:22:2:0:6
G minor blues (2b), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 29+0:0:2:0:4
B minor blues (2#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 4+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 42+0:22:2:0:6
Bb dorian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 16+0:0:2:0:2
D dorian (2#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Bb phrygian (2b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
D phrygian (2#), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 34+0:0:2:0:2
Bb lydian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 16+0:0:2:0:2
D lydian (2#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Bb mixolydian (2b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
D mixolydian (2#), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 34+0:0:2:0:2
Bb aeolian (2b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
D aeolian (2#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
Bb locrian (2b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
D locrian (2#), 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 24+0:0:2:0:2
Eb major (3b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
A major (3#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
C minor (3b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 20+0:0:3:0:3
F# minor (3#), 5+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 3+0:2:0:0:3, 2+0:0:0:0:1, 6+0:3:1:0:5, 4+0:1:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:4, 41+0:17:2:0:28
C minor mel (3b), 3+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 18+0:0:3:0:3
F# minor mel (3#), 6+0:3:0:0:4, 2+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 1+0:0:0:0:0, 4+0:2:0:0:3, 3+0:0:0:0:1, 7+0:3:1:0:5, 5+0:1:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:4, 45+0:17:2:0:28
Eb major blues (3b), 3+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 27+0:0:3:0:2
A major blues (3#), 5+0:3:0:0:2, 4+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 4+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 49+0:20:2:0:11
C minor blues (3b), 3+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 27+0:0:3:0:2
F# minor blues (3#), 5+0:3:0:0:2, 4+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 4+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 49+0:20:2:0:11
Eb dorian (3b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
A dorian (3#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Eb phrygian (3b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
A phrygian (3#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
Eb lydian (3b), 2+0:0:1:0:1, 0+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 10+0:0:3:0:3
A lydian (3#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Eb mixolydian (3b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
A mixolydian (3#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
Eb aeolian (3b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
A aeolian (3#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Eb locrian (3b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
A locrian (3#), 4+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 34+0:0:2:0:2
Ab major (4b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
E major (4#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
F minor (4b), 2+0:0:0:0:0, 3+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:2:0:2
C# minor (4#), 5+0:3:0:0:4, 3+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 2+0:0:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:2, 7+0:3:1:0:6, 5+0:1:0:0:3, 6+0:2:0:0:4, 5+0:2:0:0:5, 47+0:17:2:0:35
F minor mel (4b), 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:1:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 18+0:0:2:0:2
C# minor mel (4#), 5+0:3:0:0:4, 4+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:1, 4+0:2:0:0:3, 5+0:0:0:0:2, 7+0:3:1:0:6, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:5, 52+0:17:2:0:35
Ab major blues (4b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 27+0:0:3:0:7
E major blues (4#), 5+0:3:0:0:3, 5+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 4+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 53+0:17:2:0:17
F minor blues (4b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 27+0:0:3:0:7
C# minor blues (4#), 5+0:3:0:0:3, 5+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 4+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 53+0:17:2:0:17
Ab dorian (4b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
