 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, rowcost
A dorian (3#), 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 7+0:6:1:0:5, 6+0:4:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 7+1:4:1:0:3, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 0+0:0:0:0:0, 165+1:62:4:0:41
Eb phrygian (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:0:0:0:1, 6+1:1:1:0:2, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:1:0:0, 2+0:0:1:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 84+1:16:4:0:21
A phrygian (3#), 2+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 7+0:6:1:0:3, 6+0:4:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+1:4:1:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0,  , 4+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:4:1:0:2, 6+0:5:1:0:3, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 117+1:65:4:0:15
Eb lydian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:0, 4+1:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:1:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 62+1:0:4:0:17
A lydian (3#), 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 7+0:6:1:0:5, 6+0:4:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 7+1:4:1:0:3, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 0+0:0:0:0:0, 165+1:62:4:0:41
Eb mixolydian (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:0:0:0:1, 6+1:1:1:0:2, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:1:0:0, 2+0:0:1:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 84+1:16:4:0:21
A mixolydian (3#), 2+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 7+0:6:1:0:3, 6+0:4:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+1:4:1:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0,  , 4+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:4:1:0:2, 6+0:5:1:0:3, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 117+1:65:4:0:15
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 6+0:3:0:0:3, 6+0:3:0:0:3, 4+0:0:0:0:0, 5+1:1:1:0:2, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:1, 5+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 65+1:16:4:0:20
A aeolian (3#), 3+0:2:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 7+0:6:1:0:4, 6+0:4:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 6+1:4:1:0:2, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:1, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:4:1:0:3, 6+0:5:1:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 144+1:63:4:0:25
Eb locrian (3b), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 6+0:3:0:0:5, 5+0:0:0:0:2, 7+1:1:1:0:1, 3+0:1:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:1:0:0, 1+0:0:1:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 110+1:16:4:0:32
A locrian (3#), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 6+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 6+1:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:1, 6+0:0:1:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 101+1:0:4:0:17
Ab major (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:0:0:0:1, 6+1:1:1:0:2, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:1:0:0, 2+0:0:1:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 84+1:16:4:0:21
E major (4#), 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 7+0:6:1:0:5, 6+0:4:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 7+1:4:1:0:3, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 0+0:0:0:0:0, 165+1:62:4:0:41
F minor (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:0:0:0:0, 7+1:1:1:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 90+1:16:4:0:20
C# minor (4#), 4+0:2:0:0:3, 4+0:2:0:0:4, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:2:0:0:4, 3+0:1:0:0:2, 7+0:6:1:0:7, 6+0:4:0:0:5, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:2, 7+1:4:1:0:5, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1,  , 4+0:2:0:0:4, 3+0:2:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:4:1:0:5, 6+0:5:1:0:6, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 0+0:0:0:0:0, 169+1:59:4:0:131
F minor mel (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:0:0:0:0, 6+1:1:1:0:2, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:1:0:1, 4+0:0:1:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+1:16:4:0:20
C# minor mel (4#), 4+0:2:0:0:3, 4+0:2:0:0:4, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 6+0:0:0:0:2, 6+0:2:0:0:4, 4+0:1:0:0:2, 7+0:6:1:0:7, 6+0:4:0:0:5, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 8+1:4:1:0:5, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 2+0:0:0:0:2, 3+0:0:0:0:1,  , 4+0:2:0:0:4, 4+0:2:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 6+0:0:0:0:2, 5+0:4:1:0:5, 6+0:5:1:0:6, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:1:0:0:3, 1+0:0:0:0:0, 182+1:59:4:0:131
Ab major blues (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:5, 6+0:3:0:0:6, 6+0:0:0:0:3, 7+1:1:1:0:2, 4+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:3, 0+0:0:0:0:0, 5+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:1, 137+1:16:1:0:48
E major blues (4#), 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 6+0:2:0:0:2, 4+0:1:0:0:1, 7+0:6:1:0:6, 6+0:4:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+1:4:1:0:4, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 185+1:59:4:0:59
F minor blues (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:5, 6+0:3:0:0:6, 6+0:0:0:0:3, 7+1:1:1:0:2, 4+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:3, 0+0:0:0:0:0, 5+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:1, 137+1:16:1:0:48
C# minor blues (4#), 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 6+0:2:0:0:2, 4+0:1:0:0:1, 7+0:6:1:0:6, 6+0:4:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+1:4:1:0:4, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 185+1:59:4:0:59
Ab dorian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 6+0:3:0:0:3, 6+0:3:0:0:3, 4+0:0:0:0:0, 5+1:1:1:0:2, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:1, 5+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 65+1:16:4:0:20
E dorian (4#), 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 6+0:2:0:0:2, 4+0:1:0:0:1, 7+0:6:1:0:6, 6+0:4:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+1:4:1:0:4, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 6+0:0:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 178+1:59:4:0:59
