 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
C locrian (0), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
F major (1b), 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 22+0:0:0:0:6
G major (1#), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 40+0:0:0:0:6
D minor (1b), 1+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 23+0:3:0:0:4
E minor (1#), 4+0:1:0:0:1, 4+0:3:0:0:3, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:2:0:0:2, 3+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:2:0:0:2, 46+0:19:0:0:19
D minor mel (1b), 2+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 32+0:3:0:0:4
E minor mel (1#), 4+0:1:0:0:1, 4+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 3+0:2:0:0:2, 4+0:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 48+0:18:0:0:18
F major blues (1b), 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 43+0:3:0:0:3
G major blues (1#), 3+0:0:0:0:1, 4+0:2:0:0:2, 5+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 44+0:11:0:0:5
D minor blues (1b), 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 43+0:3:0:0:3
E minor blues (1#), 3+0:0:0:0:1, 4+0:2:0:0:2, 5+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 44+0:11:0:0:5
F dorian (1b), 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:0:0:6
G dorian (1#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
F phrygian (1b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
G phrygian (1#), 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:0:0:6
F lydian (1b), 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:0:0:6
G lydian (1#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
F mixolydian (1b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
G mixolydian (1#), 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:0:0:6
F aeolian (1b), 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 22+0:0:0:0:6
G aeolian (1#), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 40+0:0:0:0:6
F locrian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 26+0:3:0:0:3
G locrian (1#), 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 22+0:0:0:0:6
Bb major (2b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
D major (2#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
G minor (2b), 2+0:0:0:0:0, 2+0:1:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:0, 1+0:1:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 32+0:7:0:0:4
B minor (2#), 3+0:1:0:0:2, 5+0:3:0:0:3, 6+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 6+0:2:0:0:3, 2+0:1:0:0:2, 4+0:1:0:0:2, 2+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 47+0:19:0:0:28
G minor mel (2b), 2+0:1:0:0:1, 3+0:1:0:0:2, 3+0:1:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 31+0:8:0:0:5
B minor mel (2#), 3+0:1:0:0:2, 6+0:3:0:0:3, 7+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:3, 2+0:1:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 54+0:19:0:0:28
Bb major blues (2b), 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 41+0:2:0:0:3
D major blues (2#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:1:0:0:0, 51+0:20:0:0:4
G minor blues (2b), 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 41+0:2:0:0:3
B minor blues (2#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:1:0:0:0, 51+0:20:0:0:4
Bb dorian (2b), 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 22+0:0:0:0:6
D dorian (2#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 48+0:20:0:0:4
Bb phrygian (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 26+0:3:0:0:3
D phrygian (2#), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 40+0:0:0:0:6
Bb lydian (2b), 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 22+0:0:0:0:6
D lydian (2#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 48+0:20:0:0:4
Bb mixolydian (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 26+0:3:0:0:3
D mixolydian (2#), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 40+0:0:0:0:6
Bb aeolian (2b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
D aeolian (2#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
Bb locrian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 29+0:2:0:0:3
D locrian (2#), 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 31+0:0:0:0:6
Eb major (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 26+0:3:0:0:3
A major (3#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 48+0:20:0:0:4
C minor (3b), 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 35+0:3:0:0:3
F# minor (3#), 4+0:1:0:0:2, 5+0:3:0:0:3, 7+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:4, 2+0:1:0:0:2, 3+0:1:0:0:3, 4+0:1:0:0:1, 5+0:1:0:0:2, 3+0:1:0:0:3, 54+0:19:0:0:33
C minor mel (3b), 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 32+0:5:0:0:5
F# minor mel (3#), 5+0:1:0:0:2, 5+0:3:0:0:3, 8+0:2:0:0:4, 5+0:2:0:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 8+0:2:0:0:4, 3+0:1:0:0:2, 3+0:1:0:0:3, 3+0:1:1:0:1, 6+0:1:0:0:2, 4+0:1:0:0:3, 60+0:19:1:0:33
Eb major blues (3b), 2+0:0:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 6+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 43+0:2:0:0:9
A major blues (3#), 4+0:1:0:0:0, 5+0:3:0:0:2, 7+0:2:0:0:1, 6+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:1, 59+0:18:0:0:9
C minor blues (3b), 2+0:0:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 6+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 43+0:2:0:0:9
F# minor blues (3#), 4+0:1:0:0:0, 5+0:3:0:0:2, 7+0:2:0:0:1, 6+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:1, 59+0:18:0:0:9
Eb dorian (3b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
A dorian (3#), 4+0:1:0:0:0, 5+0:3:0:0:2, 7+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:1, 55+0:18:0:0:9
Eb phrygian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 29+0:2:0:0:3
A phrygian (3#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
Eb lydian (3b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:5
A lydian (3#), 4+0:1:0:0:0, 5+0:3:0:0:2, 7+0:2:0:0:1, 5+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:1, 55+0:18:0:0:9
Eb mixolydian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 29+0:2:0:0:3
A mixolydian (3#), 3+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 41+0:20:0:0:5
Eb aeolian (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 26+0:3:0:0:3
A aeolian (3#), 3+0:1:0:0:1, 5+0:3:0:0:1, 6+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 48+0:20:0:0:4
Eb locrian (3b), 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 6+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 36+0:2:0:0:9
A locrian (3#), 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 40+0:0:0:0:6
Ab major (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 29+0:2:0:0:3
