 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
Eb major (3b), 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 1+0:1:0:0:1, 18+0:4:0:0:10
A major (3#), 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:1:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 25+0:5:1:0:5
C minor (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:1:0:0:1, 20+0:5:0:0:5
F# minor (3#), 2+0:1:1:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:1:0:1, 0+0:0:0:0:0, 26+0:5:3:0:6
Ab major (4b), 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 21+0:0:0:0:8
E major (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 30+0:0:1:0:1
F minor (4b), 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 17+0:1:0:0:1
C# minor (4#), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 30+0:0:0:0:13
Db major (5b), 2+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1, 27+0:0:0:0:16
B major (5#), 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:1:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 31+0:0:1:0:8
Bb minor (5b), 2+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 27+0:2:0:0:3
G# minor (5#), 3+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 27+0:0:1:0:20
Gb major (6b), 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 28+0:0:0:0:21
F# major (6#), 3+0:1:1:0:1, 4+0:0:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:1:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:1, 4+0:1:1:0:1, 1+0:0:0:0:0, 29+0:5:6:0:6
Eb minor (6b), 1+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:1, 1+0:1:0:0:1, 25+0:4:0:0:9
D# minor (6#), 1+0:1:1:0:1, 4+0:0:0:0:2, 3+0:2:1:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:2:1:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:1:0:3, 2+0:1:1:0:2, 1+0:1:0:0:1, 25+0:9:5:0:19
Cb major (7b), 2+0:0:0:0:1, 2+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 4+0:2:1:0:4, 1+0:0:0:0:1, 33+0:2:1:0:20
C# major (7#), 3+0:1:1:0:1, 4+0:0:0:0:1, 3+0:1:1:0:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:2, 4+0:1:1:0:2, 1+0:0:0:0:0, 29+0:5:5:0:11
Ab minor (7b), 2+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:2:1:0:2, 1+0:0:0:0:0, 27+0:2:1:0:4
A# minor (7#), 3+0:1:1:0:2, 4+0:0:0:0:1, 3+0:1:1:0:3, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:1:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:1:0:3, 4+0:1:1:0:3, 1+0:0:0:0:1, 29+0:5:5:0:19
