 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
D minor blues (1b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 7+0:2:0:1:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 62+0:19:0:7:14
E minor blues (1#), 6+0:0:0:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 6+0:1:0:1:2, 4+0:1:0:0:0, 1+0:0:0:0:0, 6+0:0:0:1:2, 66+0:7:0:7:12
F dorian (1b), 5+0:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 35+0:0:0:7:12
G dorian (1#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
F phrygian (1b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
G phrygian (1#), 5+0:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 35+0:0:0:7:12
F lydian (1b), 5+0:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 35+0:0:0:7:12
G lydian (1#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
F mixolydian (1b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
G mixolydian (1#), 5+0:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 35+0:0:0:7:12
F aeolian (1b), 6+0:0:0:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 40+0:0:0:7:12
G aeolian (1#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:1:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 41+0:0:0:7:12
F locrian (1b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 50+1:19:0:6:13
G locrian (1#), 6+0:0:0:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 40+0:0:0:7:12
Bb major (2b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
D major (2#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
G minor (2b), 6+0:5:0:2:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:5:0:2:3, 0+0:0:0:0:0, 4+1:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 48+1:17:0:6:11
B minor (2#), 6+0:0:0:2:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:4, 3+0:1:0:0:1, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:0:0:2:2, 0+0:0:0:0:0, 5+0:0:0:1:1, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:0:0:1:2, 63+0:10:0:7:27
G minor mel (2b), 6+0:5:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:5:0:2:3, 0+0:0:0:0:0, 5+0:1:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 46+0:17:0:7:12
B minor mel (2#), 6+0:0:0:2:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:1:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:4, 4+0:1:0:0:1, 5+0:2:0:0:3, 1+0:0:0:0:0, 6+0:0:0:2:2, 0+0:0:0:0:0, 6+0:0:0:1:1, 5+0:2:0:0:3, 1+0:0:0:0:0, 6+0:0:0:1:2, 71+0:10:0:7:27
Bb major blues (2b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 7+0:2:0:1:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 72+0:19:0:7:24
D major blues (2#), 5+0:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 65+0:10:0:7:12
G minor blues (2b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 7+0:2:0:1:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 72+0:19:0:7:24
B minor blues (2#), 5+0:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 65+0:10:0:7:12
