 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:0
A major (3#), 4+0:2:0:0:2, 3+0:1:0:0:0, 6+0:3:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 3+0:1:0:0:0, 6+0:3:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:4:0:0:3, 4+0:2:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:4:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2,  ,  ,  ,  ,  ,  , 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:0, 6+0:3:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:0, 6+0:3:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:4:0:0:3, 4+0:2:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:4:0:0:3, 4+0:2:0:0:2, 136+0:68:0:0:52
C minor (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 22+0:0:0:0:0
F# minor (3#), 4+0:2:0:0:4, 3+0:1:0:0:2, 6+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 3+0:1:0:0:2, 6+0:3:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 4+0:1:0:0:3, 6+0:3:0:0:5, 4+0:2:0:0:4, 5+0:2:0:0:4, 4+0:1:0:0:3, 6+0:3:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 136+0:68:0:0:114
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 8+0:0:0:0:0
E major (4#), 4+0:2:0:0:2, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:4, 4+0:2:0:0:2, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2,  ,  ,  ,  ,  ,  , 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:4, 4+0:2:0:0:2, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:4, 4+0:2:0:0:2, 140+0:68:0:0:68
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  ,  ,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+0:0:0:0:0
C# minor (4#), 4+0:2:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 140+0:68:0:0:130
Db major (5b), 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 24+0:0:0:0:8
B major (5#), 4+0:2:0:0:3, 4+0:1:0:0:2, 7+0:3:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:1:0:0:2, 7+0:3:0:0:4, 4+0:2:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:3, 4+0:2:0:0:3,  ,  ,  ,  ,  ,  , 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:2:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:3, 140+0:68:0:0:94
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  ,  ,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 46+0:0:0:0:0
G# minor (5#), 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:3:0:0:7, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:3:0:0:7, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:5, 7+0:3:0:0:7, 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:5, 7+0:3:0:0:7, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 140+0:68:0:0:138
Gb major (6b), 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  ,  ,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 44+0:0:0:0:24
F# major (6#), 4+0:2:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 6+0:4:0:0:5, 4+0:2:0:0:4, 140+0:68:0:0:114
Eb minor (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  ,  ,  ,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 42+0:0:0:0:0
D# minor (6#), 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:3:0:0:7, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:3:0:0:7, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:5, 7+0:3:0:0:7, 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:5, 7+0:3:0:0:7, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 140+0:68:0:0:138
Cb major (7b), 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1,  ,  ,  ,  ,  ,  , 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 70+0:0:0:0:44
C# major (7#), 4+0:2:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 7+0:3:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4,  ,  ,  ,  ,  ,  , 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 3+0:2:0:0:3, 0+0:0:0:0:0, 6+0:4:0:0:6, 4+0:2:0:0:4, 140+0:68:0:0:130
