 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
Eb major (3b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 34+0+15:0:0:0:0
A major (3#), 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+3:0:0:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:1:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+3:0:0:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:1:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0,  , 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 5+0+2:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 107+0+53:2:0:0:2
C minor (3b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+1:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 34+0+19:0:0:0:0
F# minor (3#), 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:1:1:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:1, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:1:1:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0,  , 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 7+0+3:0:0:0:1, 4+0+1:0:0:0:0, 4+0+0:0:0:0:0, 4+0+2:0:0:0:1, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 113+0+53:2:2:0:7
Ab major (4b), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0,  , 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 44+0+16:0:0:0:0
E major (4#), 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+0:0:0:0:0, 3+0+0:0:0:0:0, 6+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0,  , 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 6+0+1:0:0:0:0, 4+0+0:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 108+0+55:0:0:0:0
F minor (4b), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0,  , 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 43+0+17:0:0:0:0
C# minor (4#), 3+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:1, 4+0+1:0:0:0:0, 3+0+4:0:0:0:0, 6+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0,  , 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 7+0+2:0:0:0:2, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 113+0+51:0:0:0:7
Db major (5b), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0,  , 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 55+0+17:0:0:0:2
B major (5#), 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 4+0+3:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 4+0+3:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0,  , 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:1, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 92+0+49:0:0:0:7
Bb minor (5b), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0,  , 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 54+0+21:0:0:0:0
G# minor (5#), 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 4+0+2:0:0:0:1, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 4+0+2:0:0:0:1, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:0:0:0:0, 3+0+1:0:0:0:1, 3+0+1:0:0:0:1,  , 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 6+0+2:0:0:0:2, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 94+0+47:0:0:0:12
