 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 4+0:0:0:0:0, 7+0:3:0:0:3, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 40+2:6:3:0:8
C# minor (4#), 2+0:0:0:0:2, 4+0:2:0:0:4, 7+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 7+0:2:0:0:5, 3+0:0:0:0:0, 4+0:3:0:0:4, 6+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 2+0:0:0:0:2, 75+2:38:4:0:61
Db major (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:5, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:2, 8+0:3:0:0:7, 0+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:21
B major (5#), 2+0:0:0:0:1, 4+0:2:0:0:2, 7+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 3+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 2+0:0:0:0:1, 76+2:37:4:0:47
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 7+0:3:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 40+2:5:3:0:11
G# minor (5#), 1+0:0:1:0:0, 4+0:2:0:0:4, 7+0:3:0:0:6, 7+2:2:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:6, 4+0:0:0:0:1, 4+0:3:0:0:4, 7+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 1+0:0:1:0:0, 75+2:37:6:0:60
Gb major (6b), 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 6+2:2:1:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:3, 8+0:3:0:0:7, 0+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 38+2:5:2:0:25
F# major (6#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:51
Eb minor (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+2:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:0:0:0, 7+0:3:0:0:5, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 42+2:5:2:0:10
D# minor (6#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:2:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 5+0:0:0:0:2, 4+0:3:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:6, 1+0:0:0:0:1, 76+2:37:4:0:65
Cb major (7b), 2+0:0:0:0:1, 2+0:0:0:0:2, 5+0:0:0:0:3, 7+2:2:1:0:5, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:4, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 46+2:5:1:0:32
C# major (7#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 1+0:0:0:0:1, 78+2:38:4:0:59
Ab minor (7b), 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 7+2:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 43+2:6:1:0:15
A# minor (7#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:7, 8+2:3:1:0:7, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 6+0:0:0:0:3, 4+0:3:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:4:0:0:6, 1+0:0:0:0:1, 80+2:38:4:0:70
