 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
F# lydian (6#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 7+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 78+2:38:4:0:52
Gb mixolydian (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 46+2:5:1:0:18
F# mixolydian (6#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Gb aeolian (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
F# aeolian (6#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Gb locrian (6b), 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 7+2:2:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:3, 8+0:3:0:0:7, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 53+2:5:1:0:24
F# locrian (6#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Cb major (7b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 46+2:5:1:0:18
C# major (7#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 7+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 78+2:38:4:0:52
Ab minor (7b), 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 7+2:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 43+2:6:1:0:15
A# minor (7#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:7, 8+2:3:1:0:7, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 6+0:0:0:0:3, 4+0:3:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:4:0:0:6, 1+0:0:0:0:1, 80+2:38:4:0:70
Ab minor mel (7b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 6+2:2:1:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:2:0:15
A# minor mel (7#), 0+0:0:0:0:0, 4+0:2:0:0:4, 8+0:3:0:0:7, 8+2:3:1:0:7, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 7+0:0:0:0:3, 4+0:3:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:4:0:0:6, 0+0:0:0:0:0, 79+2:38:4:0:68
Cb major blues (7b), 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:3, 8+2:2:1:0:5, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:1:0:0, 8+0:0:0:0:4, 8+0:3:0:0:7, 2+0:0:0:0:0, 6+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 65+2:5:2:0:32
C# major blues (7#), 2+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 8+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 6+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 2+0:0:0:0:1, 82+2:37:4:0:58
Ab minor blues (7b), 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:3, 8+2:2:1:0:5, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:1:0:0, 8+0:0:0:0:4, 8+0:3:0:0:7, 2+0:0:0:0:0, 6+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 65+2:5:2:0:32
A# minor blues (7#), 2+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 8+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 6+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 2+0:0:0:0:1, 82+2:37:4:0:58
Cb dorian (7b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
C# dorian (7#), 0+0:0:0:0:0, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 6+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 0+0:0:0:0:0, 77+2:38:4:0:57
Cb phrygian (7b), 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 7+2:2:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:3, 8+0:3:0:0:7, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 53+2:5:1:0:24
C# phrygian (7#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Cb lydian (7b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
C# lydian (7#), 0+0:0:0:0:0, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 6+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 0+0:0:0:0:0, 77+2:38:4:0:57
Cb mixolydian (7b), 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 7+2:2:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:3, 8+0:3:0:0:7, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 53+2:5:1:0:24
C# mixolydian (7#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Cb aeolian (7b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 46+2:5:1:0:18
C# aeolian (7#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 7+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 78+2:38:4:0:52
Cb locrian (7b), 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:3, 8+2:2:1:0:5, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 8+0:0:0:0:4, 8+0:3:0:0:7, 2+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 64+2:5:1:0:31
C# locrian (7#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
