 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
E minor mel (1#), 1+0:0:0:0:0, 3+0:2:0:0:2, 6+0:3:0:0:3, 8+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 6+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 6+0:4:0:0:4, 1+0:0:0:0:0, 68+2:37:4:0:38
F major blues (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:2:1:0:2, 7+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:2:0:2, 4+0:0:0:0:0, 7+0:3:0:0:3, 3+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 62+2:6:3:0:8
G major blues (1#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:2:0:0:1, 8+2:2:1:0:2, 7+0:5:1:0:3, 5+0:3:0:0:1, 7+0:6:2:0:4, 5+0:2:0:0:0, 5+0:0:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:1, 7+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 72+2:35:4:0:17
D minor blues (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:2:1:0:2, 7+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:2:0:2, 4+0:0:0:0:0, 7+0:3:0:0:3, 3+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 62+2:6:3:0:8
E minor blues (1#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:2:0:0:1, 8+2:2:1:0:2, 7+0:5:1:0:3, 5+0:3:0:0:1, 7+0:6:2:0:4, 5+0:2:0:0:0, 5+0:0:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:1, 7+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 72+2:35:4:0:17
F dorian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 7+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 54+2:0:3:0:9
G dorian (1#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
F phrygian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
G phrygian (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 7+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 54+2:0:3:0:9
F lydian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 7+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 54+2:0:3:0:9
G lydian (1#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
F mixolydian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
G mixolydian (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 7+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 54+2:0:3:0:9
F aeolian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+2:0:1:0:2, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 50+2:0:3:0:9
G aeolian (1#), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:0:1:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:2:0:3, 4+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 62+2:0:3:0:9
F locrian (1b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
G locrian (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+2:0:1:0:2, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 50+2:0:3:0:9
Bb major (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
D major (2#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
G minor (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 6+2:2:1:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:2:0:4, 2+0:0:0:0:0, 5+0:3:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 49+2:5:3:0:16
B minor (2#), 2+0:0:0:0:1, 3+0:2:0:0:2, 6+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 6+0:2:0:0:3, 3+0:0:0:0:0, 4+0:3:0:0:4, 6+0:3:0:0:3, 6+0:3:0:0:4, 6+0:4:0:0:5, 2+0:0:0:0:1, 70+2:37:4:0:47
G minor mel (2b), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+2:2:1:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:2:0:4, 3+0:0:0:0:0, 4+0:3:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 58+2:5:3:0:16
B minor mel (2#), 3+0:0:0:0:1, 4+0:2:0:0:2, 7+0:3:0:0:4, 6+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 7+0:2:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 3+0:0:0:0:1, 75+2:37:4:0:47
Bb major blues (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+2:2:1:0:3, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:1, 4+0:0:0:0:0, 8+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 58+2:6:3:0:12
D major blues (2#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 7+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 4+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 76+2:40:4:0:24
G minor blues (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+2:2:1:0:3, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:1, 4+0:0:0:0:0, 8+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 58+2:6:3:0:12
B minor blues (2#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 7+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 4+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 76+2:40:4:0:24
Bb dorian (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+2:0:1:0:2, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 50+2:0:3:0:9
D dorian (2#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Bb phrygian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
D phrygian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:0:1:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:2:0:3, 4+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 62+2:0:3:0:9
Bb lydian (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+2:0:1:0:2, 6+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:2:0:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 50+2:0:3:0:9
D lydian (2#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Bb mixolydian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
D mixolydian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:0:1:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:2:0:3, 4+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 62+2:0:3:0:9
Bb aeolian (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
D aeolian (2#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
Bb locrian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
D locrian (2#), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 7+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 54+2:0:3:0:9
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
A major (3#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
C minor (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 3+2:2:1:0:2, 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:2:0:3, 3+0:0:0:0:0, 6+0:3:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 0+0:0:0:0:0, 39+2:6:3:0:9
F# minor (3#), 2+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 6+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 6+0:2:0:0:4, 2+0:0:0:0:0, 4+0:3:0:0:4, 6+0:3:0:0:3, 6+0:3:0:0:5, 7+0:4:0:0:5, 2+0:0:0:0:0, 72+2:37:4:0:51
C minor mel (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+2:2:1:0:2, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:2:0:3, 2+0:0:0:0:0, 5+0:3:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:0, 0+0:0:0:0:0, 45+2:6:3:0:9
F# minor mel (3#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 7+0:2:0:0:4, 3+0:0:0:0:0, 4+0:3:0:0:4, 6+0:3:0:0:3, 6+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 73+2:37:4:0:51
Eb major blues (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 6+2:2:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 54+2:5:3:0:13
A major blues (3#), 3+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 8+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 4+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 3+0:0:0:0:0, 78+2:37:4:0:32
C minor blues (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 6+2:2:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 54+2:5:3:0:13
F# minor blues (3#), 3+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 8+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 4+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 3+0:0:0:0:0, 78+2:37:4:0:32
Eb dorian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
A dorian (3#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Eb phrygian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
