 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
B major (5#), 5+0:0:0:2:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 4+0:0:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:1:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:1, 6+0:2:0:0:3, 1+0:0:0:0:0, 5+0:0:0:2:2, 1+0:0:0:0:0, 5+0:0:0:1:1, 6+0:2:0:0:3, 1+0:0:0:0:0, 5+0:0:0:1:2, 82+0:10:0:7:27
Bb minor (5b), 6+0:5:0:2:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:5:0:2:4, 1+0:0:0:0:0, 6+1:2:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:1:3, 65+1:19:0:6:23
G# minor (5#), 3+0:0:0:1:0, 2+0:0:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:4, 4+0:0:0:0:3, 5+0:1:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 5+0:3:0:0:5, 3+0:1:0:0:3, 6+0:2:0:0:6, 1+0:0:0:0:1, 3+0:0:0:1:0, 1+0:0:0:0:1, 6+0:0:0:1:0, 6+0:2:0:0:6, 1+0:0:0:0:1, 5+0:0:0:1:2, 77+0:10:0:4:54
Gb major (6b), 7+0:5:0:2:5, 4+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:3, 0+0:0:0:0:0, 5+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 2+0:0:0:0:1, 6+0:1:0:0:4, 2+0:1:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 7+0:5:0:2:5, 1+0:0:0:0:1, 7+1:2:0:0:6, 3+0:0:0:0:2, 1+0:0:0:0:0, 6+0:3:0:1:4, 83+1:20:1:6:63
F# major (6#), 5+0:0:0:2:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 4+0:1:1:0:2, 5+0:1:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:1:2, 5+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 5+0:3:0:0:5, 5+0:1:0:0:2, 6+0:2:0:0:4, 1+0:0:0:0:1, 5+0:0:0:2:2, 1+0:0:0:0:0, 5+0:0:0:1:1, 6+0:2:0:0:4, 1+0:0:0:0:1, 5+0:0:0:1:3, 87+0:11:1:7:38
Eb minor (6b), 7+0:5:0:2:4, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:2, 1+0:1:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:5:0:2:4, 0+0:0:0:0:0, 7+1:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:1:3, 68+1:20:1:6:28
D# minor (6#), 3+0:0:0:1:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:1:0:0:4, 3+0:1:2:0:2, 5+0:1:0:0:5, 0+0:0:0:0:0, 5+0:0:0:0:4, 5+0:0:0:1:2, 5+0:0:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:3:0:0:5, 3+0:0:1:0:1, 6+0:2:0:0:6, 1+0:0:0:0:1, 3+0:0:0:1:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 6+0:2:0:0:6, 1+0:0:0:0:1, 5+0:0:0:0:3, 74+0:10:3:3:56
Cb major (7b), 7+0:5:0:2:5, 4+0:0:0:0:4, 2+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:0, 6+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:5, 2+0:0:0:0:2, 6+0:1:0:0:5, 2+0:1:1:0:2, 2+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 7+0:5:0:2:5, 1+0:0:0:0:1, 7+1:2:0:0:6, 4+0:0:0:0:3, 1+0:0:0:0:1, 7+0:3:0:1:5, 91+1:20:1:6:71
C# major (7#), 6+0:0:0:2:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:3, 3+0:1:1:0:1, 5+0:1:0:0:3, 0+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:1:1, 5+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:5, 4+0:1:0:0:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 6+0:0:0:2:1, 1+0:0:0:0:0, 6+0:0:0:1:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 6+0:0:0:1:3, 91+0:11:1:7:38
Ab minor (7b), 7+0:5:0:2:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 7+0:3:0:1:4, 4+0:0:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:3, 2+0:1:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:5:0:2:5, 1+0:0:0:0:0, 6+1:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:3:0:1:4, 83+1:20:1:6:35
A# minor (7#), 6+0:0:0:2:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 5+0:1:0:0:5, 2+0:1:1:0:2, 5+0:1:0:0:5, 0+0:0:0:0:0, 6+0:0:0:0:5, 7+0:0:0:1:3, 5+0:0:0:0:5, 1+0:0:0:0:1, 5+0:0:0:0:4, 2+0:0:0:0:1, 5+0:3:0:0:5, 4+0:1:0:0:3, 6+0:2:0:0:6, 0+0:0:0:0:0, 6+0:0:0:2:1, 1+0:0:0:0:1, 6+0:0:0:1:2, 6+0:2:0:0:6, 0+0:0:0:0:0, 6+0:0:0:1:3, 90+0:11:1:7:63
