 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
Eb major (3b), 1+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 26+0:3:0:0:10
A major (3#), 3+0:1:0:0:0, 5+0:3:0:0:2, 6+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 6+0:2:0:0:1, 2+0:1:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:0, 3+0:1:0:0:1, 48+0:19:0:0:10
C minor (3b), 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 35+0:3:0:0:3
F# minor (3#), 4+0:1:0:0:2, 5+0:3:0:0:3, 7+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 7+0:2:0:0:4, 2+0:1:0:0:2, 3+0:1:0:0:3, 4+0:1:0:0:1, 5+0:1:0:0:2, 3+0:1:0:0:3, 54+0:19:0:0:33
Ab major (4b), 2+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 5+0:1:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 29+0:2:0:0:15
E major (4#), 4+0:1:0:0:1, 5+0:3:0:0:3, 7+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 4+0:1:0:0:1, 55+0:18:0:0:18
F minor (4b), 2+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 28+0:3:0:0:3
C# minor (4#), 4+0:1:0:0:2, 5+0:3:0:0:4, 7+0:2:0:0:5, 5+0:2:0:0:4, 4+0:2:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:5, 3+0:1:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:3, 55+0:18:0:0:39
Db major (5b), 2+0:0:0:0:2, 2+0:0:0:0:1, 6+0:1:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 6+0:1:0:0:4, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 36+0:2:0:0:24
B major (5#), 4+0:1:0:0:2, 6+0:3:0:0:3, 8+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:2, 5+0:2:0:0:2, 8+0:2:0:0:3, 3+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 61+0:18:0:0:27
Bb minor (5b), 2+0:0:0:0:0, 2+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 33+0:4:0:0:5
G# minor (5#), 4+0:1:0:0:3, 6+0:3:0:0:4, 8+0:2:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:3, 5+0:2:0:0:4, 8+0:2:0:0:6, 3+0:1:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:4, 61+0:18:0:0:48
Gb major (6b), 2+0:0:0:0:2, 2+0:0:0:0:2, 7+0:1:0:0:5, 3+0:1:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 7+0:1:0:0:5, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 40+0:3:0:0:30
F# major (6#), 5+0:1:0:0:2, 6+0:3:0:0:3, 9+0:2:0:0:4, 5+0:2:0:0:4, 5+0:2:0:0:2, 6+0:2:0:0:3, 9+0:2:0:0:4, 3+0:1:0:0:2, 4+0:1:0:0:3, 3+0:1:1:0:1, 6+0:1:0:0:2, 5+0:1:0:0:3, 66+0:19:1:0:33
Eb minor (6b), 1+0:0:0:0:1, 3+0:0:0:0:0, 6+0:1:0:0:2, 2+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:1, 36+0:5:0:0:11
D# minor (6#), 5+0:1:0:0:3, 6+0:3:0:0:5, 9+0:2:0:0:7, 6+0:2:0:0:5, 5+0:2:0:0:4, 6+0:2:0:0:4, 9+0:2:0:0:7, 3+0:1:0:0:3, 4+0:1:0:0:4, 3+0:2:1:0:3, 6+0:1:0:0:4, 6+0:1:0:0:5, 68+0:20:1:0:54
Cb major (7b), 3+0:0:0:0:2, 2+0:0:0:0:2, 8+0:1:0:0:5, 4+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:3, 8+0:1:0:0:5, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:3, 49+0:3:0:0:32
C# major (7#), 5+0:1:0:0:2, 6+0:3:0:0:4, 9+0:2:0:0:5, 5+0:2:0:0:4, 5+0:2:0:0:3, 6+0:2:0:0:3, 9+0:2:0:0:5, 3+0:1:0:0:2, 4+0:1:0:0:3, 3+0:1:1:0:2, 6+0:1:0:0:3, 5+0:1:0:0:3, 66+0:19:1:0:39
Ab minor (7b), 3+0:0:0:0:1, 1+0:0:0:0:1, 7+0:1:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 7+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 42+0:3:0:0:11
A# minor (7#), 5+0:1:0:0:4, 6+0:3:0:0:5, 9+0:2:0:0:8, 5+0:2:0:0:5, 5+0:2:0:0:4, 6+0:2:0:0:4, 9+0:2:0:0:8, 3+0:1:0:0:3, 4+0:1:0:0:4, 3+0:1:1:0:3, 6+0:1:0:0:5, 5+0:1:0:0:5, 66+0:19:1:0:58
