 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
Cb dorian (7b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
C# dorian (7#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:4, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:6, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 105+1:59:1:0:90
Cb phrygian (7b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 7+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:1, 63+0:0:0:0:20
C# phrygian (7#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Cb lydian (7b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
C# lydian (7#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:4, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:6, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 105+1:59:1:0:90
Cb mixolydian (7b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 7+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:1, 63+0:0:0:0:20
C# mixolydian (7#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Cb aeolian (7b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 46+0:0:0:0:8
C# aeolian (7#), 5+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:7, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:5, 10+0:5:0:0:7, 5+0:3:0:0:4, 103+1:59:1:0:78
Cb locrian (7b), 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:1:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:0:0:0:4, 4+0:0:0:0:1, 78+0:1:0:0:31
C# locrian (7#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 10+0:5:1:0:5, 5+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:4, 5+0:3:0:0:3, 10+0:5:0:0:5, 5+0:3:0:0:3, 103+1:59:1:0:59
