 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
C locrian (0), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 41+0:0:1:0:7
F major (1b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 56+0:0:1:0:8
G major (1#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:0:0:0, 81+0:0:1:0:8
D minor (1b), 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+1:0:0:0:1, 4+0:0:0:0:2, 2+0:1:0:0:0, 2+0:0:0:0:1, 7+0:1:1:0:5, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 7+0:0:0:0:3, 2+0:0:0:0:1, 66+1:3:1:0:31
E minor (1#), 3+0:3:0:0:3, 4+0:3:0:0:3, 3+0:3:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 1+0:0:0:0:0, 3+0:3:0:0:3, 9+0:5:1:0:5, 4+0:2:0:0:2, 4+0:3:0:0:3, 4+0:3:0:0:3, 6+0:4:0:0:4, 4+0:2:0:0:2, 4+0:4:0:0:4, 3+0:3:0:0:3, 6+0:4:0:0:4, 4+0:3:0:0:3, 8+0:5:0:0:5, 4+0:3:0:0:3, 83+0:60:1:0:60
D minor mel (1b), 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+1:0:0:0:1, 5+0:0:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:1, 8+0:1:1:0:5, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 8+0:0:0:0:3, 3+0:0:0:0:1, 83+1:3:1:0:31
E minor mel (1#), 4+0:3:0:0:3, 5+0:3:0:0:3, 3+0:3:0:0:3, 4+1:3:0:0:3, 5+0:3:0:0:3, 2+0:0:0:0:0, 3+0:3:0:0:3, 9+0:5:1:0:5, 5+0:2:0:0:2, 5+0:3:0:0:3, 5+0:3:0:0:3, 6+0:4:0:0:4, 5+0:2:0:0:2, 5+0:4:0:0:4, 3+0:3:0:0:3, 6+0:4:0:0:4, 5+0:3:0:0:3, 9+0:5:0:0:5, 4+0:3:0:0:3, 93+1:59:1:0:59
F major blues (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 74+0:0:1:0:1
G major blues (1#), 4+0:2:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:1, 5+0:3:0:0:2, 5+0:3:0:0:1, 3+0:0:0:0:0, 3+0:2:0:0:1, 9+0:4:1:0:4, 4+0:1:0:0:0, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:1:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 9+0:4:0:0:2, 4+0:2:0:0:1, 94+0:46:1:0:21
D minor blues (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 74+0:0:1:0:1
E minor blues (1#), 4+0:2:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:1, 5+0:3:0:0:2, 5+0:3:0:0:1, 3+0:0:0:0:0, 3+0:2:0:0:1, 9+0:4:1:0:4, 4+0:1:0:0:0, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:1:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 9+0:4:0:0:2, 4+0:2:0:0:1, 94+0:46:1:0:21
F dorian (1b), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:0:0:0, 73+0:0:1:0:8
G dorian (1#), 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:3:0:0:1, 4+1:3:0:0:1, 5+0:4:0:0:1, 2+0:1:0:0:0, 3+0:3:0:0:1, 9+0:5:1:0:4, 4+0:2:0:0:0, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:4:0:0:1, 4+0:2:0:0:0, 5+0:4:0:0:1, 3+0:3:0:0:1, 6+0:4:0:0:1, 5+0:3:0:0:1, 9+0:5:0:0:2, 4+0:3:0:0:1, 91+1:62:1:0:20
F phrygian (1b), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 41+0:0:1:0:7
G phrygian (1#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:0:0:0, 73+0:0:1:0:8
F lydian (1b), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:0:0:0, 73+0:0:1:0:8
G lydian (1#), 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:3:0:0:1, 4+1:3:0:0:1, 5+0:4:0:0:1, 2+0:1:0:0:0, 3+0:3:0:0:1, 9+0:5:1:0:4, 4+0:2:0:0:0, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:4:0:0:1, 4+0:2:0:0:0, 5+0:4:0:0:1, 3+0:3:0:0:1, 6+0:4:0:0:1, 5+0:3:0:0:1, 9+0:5:0:0:2, 4+0:3:0:0:1, 91+1:62:1:0:20
F mixolydian (1b), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 41+0:0:1:0:7
G mixolydian (1#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:0:0:0, 73+0:0:1:0:8
F aeolian (1b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 56+0:0:1:0:8
G aeolian (1#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:0:0:0, 81+0:0:1:0:8
F locrian (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 30+0:0:1:0:1
G locrian (1#), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 56+0:0:1:0:8
Bb major (2b), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 41+0:0:1:0:7
D major (2#), 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:3:0:0:1, 4+1:3:0:0:1, 5+0:4:0:0:1, 2+0:1:0:0:0, 3+0:3:0:0:1, 9+0:5:1:0:4, 4+0:2:0:0:0, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:4:0:0:1, 4+0:2:0:0:0, 5+0:4:0:0:1, 3+0:3:0:0:1, 6+0:4:0:0:1, 5+0:3:0:0:1, 9+0:5:0:0:2, 4+0:3:0:0:1, 91+1:62:1:0:20
G minor (2b), 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 8+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 2+0:0:0:0:1, 49+0:0:1:0:20
B minor (2#), 4+0:3:0:0:3, 5+0:3:0:0:3, 3+0:3:0:0:3, 4+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 3+0:3:0:0:3, 9+0:5:1:0:6, 4+0:2:0:0:3, 5+0:3:0:0:4, 5+0:3:0:0:4, 6+0:4:0:0:5, 4+0:2:0:0:3, 5+0:4:0:0:4, 3+0:3:0:0:3, 6+0:4:0:0:5, 5+0:3:0:0:4, 9+0:5:0:0:6, 4+0:3:0:0:4, 90+1:59:1:0:69
G minor mel (2b), 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 8+0:1:1:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:2, 3+0:0:0:0:1, 64+0:1:1:0:21
B minor mel (2#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 10+0:5:1:0:6, 4+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 4+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 101+1:59:1:0:69
Bb major blues (2b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 59+0:0:1:0:0
D major blues (2#), 5+0:3:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 6+0:4:0:0:2, 5+0:4:0:0:2, 3+0:1:0:0:0, 4+0:3:0:0:1, 10+0:5:1:0:5, 4+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:1, 5+0:4:0:0:2, 5+0:3:0:0:1, 7+0:4:0:0:2, 5+0:3:0:0:2, 10+0:5:0:0:3, 5+0:3:0:0:1, 105+0:63:1:0:32
G minor blues (2b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 59+0:0:1:0:0
B minor blues (2#), 5+0:3:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 6+0:4:0:0:2, 5+0:4:0:0:2, 3+0:1:0:0:0, 4+0:3:0:0:1, 10+0:5:1:0:5, 4+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:1, 5+0:4:0:0:2, 5+0:3:0:0:1, 7+0:4:0:0:2, 5+0:3:0:0:2, 10+0:5:0:0:3, 5+0:3:0:0:1, 105+0:63:1:0:32
Bb dorian (2b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 56+0:0:1:0:8
D dorian (2#), 5+0:3:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 5+1:3:0:0:1, 5+0:4:0:0:2, 2+0:1:0:0:0, 4+0:3:0:0:1, 10+0:5:1:0:5, 4+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 7+0:4:0:0:2, 5+0:3:0:0:2, 10+0:5:0:0:3, 5+0:3:0:0:1, 102+1:62:1:0:31
Bb phrygian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 30+0:0:1:0:1
D phrygian (2#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:0:0:0, 81+0:0:1:0:8
Bb lydian (2b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 56+0:0:1:0:8
D lydian (2#), 5+0:3:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 5+1:3:0:0:1, 5+0:4:0:0:2, 2+0:1:0:0:0, 4+0:3:0:0:1, 10+0:5:1:0:5, 4+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 7+0:4:0:0:2, 5+0:3:0:0:2, 10+0:5:0:0:3, 5+0:3:0:0:1, 102+1:62:1:0:31
Bb mixolydian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 30+0:0:1:0:1
D mixolydian (2#), 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:0:0:0, 81+0:0:1:0:8
