 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
C# major (7#), 0+0:0:0:0:0, 7+0:3:0:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:42
Ab minor (7b), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 36+0:1:0:0:5
A# minor (7#), 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:8, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 6+0:1:0:0:4, 5+0:3:0:0:4, 5+0:1:0:0:3, 62+0:27:0:0:52
Ab minor mel (7b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 25+0:1:0:0:5
A# minor mel (7#), 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:8, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 6+0:1:0:0:4, 5+0:3:0:0:4, 5+0:1:0:0:3, 62+0:27:0:0:52
Cb major blues (7b), 1+0:0:0:0:0, 6+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 8+0:0:0:0:5, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:2, 55+0:1:0:0:23
C# major blues (7#), 1+0:0:0:0:0, 7+0:3:0:0:6, 4+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 2+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 64+0:27:0:0:49
Ab minor blues (7b), 1+0:0:0:0:0, 6+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 8+0:0:0:0:5, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:2, 55+0:1:0:0:23
A# minor blues (7#), 1+0:0:0:0:0, 7+0:3:0:0:6, 4+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 2+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 64+0:27:0:0:49
Cb dorian (7b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
C# dorian (7#), 0+0:0:0:0:0, 7+0:3:0:0:6, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:45
Cb phrygian (7b), 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 47+0:1:0:0:12
C# phrygian (7#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Cb lydian (7b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
C# lydian (7#), 0+0:0:0:0:0, 7+0:3:0:0:6, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:45
Cb mixolydian (7b), 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 47+0:1:0:0:12
C# mixolydian (7#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Cb aeolian (7b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 37+0:1:0:0:9
C# aeolian (7#), 0+0:0:0:0:0, 7+0:3:0:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:42
Cb locrian (7b), 1+0:0:0:0:0, 6+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 8+0:0:0:0:5, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:2, 53+0:1:0:0:21
C# locrian (7#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
