 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
G# minor (5#), 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:0:0:0:2, 5+0:1:0:0:5, 1+0:1:0:0:1, 5+0:1:0:0:5, 5+0:1:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:2, 5+0:1:0:0:5, 1+0:0:0:0:0, 4+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 77+0:10:0:0:56
Bb minor mel (5b), 1+0:1:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 36+0:11:0:0:12
G# minor mel (5#), 1+0:0:0:0:0, 5+0:0:0:0:4, 6+0:0:0:0:2, 5+0:1:0:0:5, 1+0:1:0:0:1, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:2, 5+0:1:0:0:5, 1+0:0:0:0:0, 4+0:0:0:0:3, 5+0:1:0:0:3, 4+0:0:0:0:3, 6+0:1:0:0:3, 6+0:1:0:0:4, 3+0:0:0:0:2, 86+0:10:0:0:56
Db major blues (5b), 1+0:0:0:0:1, 5+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 82+0:9:0:0:45
B major blues (5#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 87+0:9:0:0:19
Bb minor blues (5b), 1+0:0:0:0:1, 5+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 82+0:9:0:0:45
G# minor blues (5#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 87+0:9:0:0:19
Db dorian (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 49+0:10:0:0:11
B dorian (5#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Db phrygian (5b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
B phrygian (5#), 0+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 64+0:11:0:0:0
Db lydian (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 49+0:10:0:0:11
B lydian (5#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Db mixolydian (5b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
B mixolydian (5#), 0+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 64+0:11:0:0:0
Db aeolian (5b), 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 60+0:9:0:0:19
B aeolian (5#), 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 76+0:9:0:0:9
Db locrian (5b), 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 79+0:9:0:0:45
B locrian (5#), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 49+0:11:0:0:0
Gb major (6b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
F# major (6#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Eb minor (6b), 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:2:0:0:3, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 56+0:9:0:0:19
D# minor (6#), 1+0:0:0:0:1, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 1+0:0:0:0:1, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:4, 7+0:1:0:0:4, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 2+0:0:0:0:2, 4+0:0:0:0:4, 6+0:1:0:0:4, 4+0:0:0:0:4, 7+0:1:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:3, 88+0:9:0:0:71
Eb minor mel (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:2:0:0:3, 2+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 5+0:2:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 45+0:9:0:0:19
D# minor mel (6#), 1+0:0:0:0:1, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 1+0:0:0:0:1, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:4, 7+0:1:0:0:4, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 2+0:0:0:0:2, 4+0:0:0:0:4, 6+0:1:0:0:4, 4+0:0:0:0:4, 7+0:1:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:3, 88+0:9:0:0:71
Gb major blues (6b), 1+0:0:0:0:1, 5+0:0:0:0:3, 6+0:2:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:2, 7+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:5, 5+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 92+0:9:0:0:60
F# major blues (6#), 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:0, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 87+0:9:0:0:30
Eb minor blues (6b), 1+0:0:0:0:1, 5+0:0:0:0:3, 6+0:2:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:2, 7+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:5, 5+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 92+0:9:0:0:60
D# minor blues (6#), 1+0:0:0:0:1, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 2+0:0:0:0:1, 6+0:1:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:3, 87+0:9:0:0:71
Gb dorian (6b), 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 60+0:9:0:0:19
F# dorian (6#), 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:30
Gb phrygian (6b), 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 79+0:9:0:0:45
F# phrygian (6#), 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 76+0:9:0:0:9
Gb lydian (6b), 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 60+0:9:0:0:19
F# lydian (6#), 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:30
Gb mixolydian (6b), 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 79+0:9:0:0:45
F# mixolydian (6#), 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 76+0:9:0:0:9
Gb aeolian (6b), 1+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 71+0:9:0:0:33
F# aeolian (6#), 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:19
Gb locrian (6b), 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:2, 7+0:2:0:0:6, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:2, 2+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 88+0:10:0:0:56
F# locrian (6#), 0+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 64+0:11:0:0:0
Cb major (7b), 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:2, 6+0:2:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:2, 79+0:9:0:0:45
C# major (7#), 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:3, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 85+0:9:0:0:30
Ab minor (7b), 1+0:0:0:0:1, 4+0:0:0:0:1, 5+0:2:0:0:3, 3+0:0:0:0:0, 1+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 5+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 68+0:10:0:0:31
A# minor (7#), 1+0:1:0:0:1, 5+0:0:0:0:5, 5+0:0:0:0:4, 5+0:1:0:0:5, 1+0:0:0:0:1, 6+0:1:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:5, 6+0:1:0:0:5, 5+0:0:0:0:5, 5+0:0:0:0:4, 5+0:1:0:0:5, 1+0:0:0:0:1, 4+0:0:0:0:4, 5+0:1:0:0:5, 4+0:0:0:0:4, 6+0:1:0:0:5, 6+0:1:0:0:6, 3+0:0:0:0:3, 84+0:10:0:0:79
Ab minor mel (7b), 1+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:0:0:4, 2+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 5+0:2:0:0:4, 3+0:0:0:0:1, 6+0:2:0:0:4, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 5+0:2:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:1, 60+0:10:0:0:34
A# minor mel (7#), 1+0:1:0:0:1, 5+0:0:0:0:5, 6+0:0:0:0:4, 5+0:1:0:0:5, 1+0:1:0:0:1, 6+0:1:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:5, 6+0:1:0:0:5, 5+0:0:0:0:5, 6+0:0:0:0:4, 5+0:1:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:4, 5+0:1:0:0:5, 4+0:0:0:0:4, 6+0:1:0:0:5, 6+0:1:0:0:6, 3+0:0:0:0:3, 85+0:11:0:0:78
Cb major blues (7b), 1+0:0:0:0:1, 5+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 2+0:0:0:0:1, 6+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 6+0:1:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 92+0:9:0:0:71
C# major blues (7#), 1+0:0:0:0:0, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 88+0:9:0:0:42
Ab minor blues (7b), 1+0:0:0:0:1, 5+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 2+0:0:0:0:1, 6+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 6+0:1:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 6+0:0:0:0:4, 3+0:0:0:0:2, 92+0:9:0:0:71
A# minor blues (7#), 1+0:0:0:0:0, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 6+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 88+0:9:0:0:42
