 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, rowcost
F minor (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 41+0:7:0:0:7
C# minor (4#), 2+0:0:0:0:1, 3+0:1:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:4, 2+0:0:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 5+0:1:0:0:4, 4+0:2:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:3, 2+0:0:0:0:1, 6+0:2:0:0:4, 2+0:0:0:0:1, 67+0:13:0:0:47
Db major (5b), 2+0:0:0:0:2, 4+0:0:0:0:3, 5+0:1:0:0:4, 2+0:0:0:0:2, 5+0:1:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 5+0:1:0:0:4, 2+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:2, 5+0:1:0:0:4, 2+0:0:0:0:2, 65+0:7:0:0:52
B major (5#), 2+0:0:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:2, 4+0:2:0:0:3, 5+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:1, 79+0:13:0:0:30
Bb minor (5b), 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 54+0:7:0:0:9
G# minor (5#), 2+0:0:0:0:2, 4+0:1:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 6+0:0:0:0:4, 5+0:1:0:0:5, 5+0:1:0:0:4, 3+0:0:0:0:2, 5+0:1:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:5, 4+0:2:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:1:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:2, 6+0:2:0:0:5, 3+0:0:0:0:2, 80+0:13:0:0:64
Gb major (6b), 2+0:0:0:0:2, 4+0:0:0:0:4, 5+0:1:0:0:5, 2+0:0:0:0:2, 6+0:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:1:0:0:6, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 5+0:1:0:0:5, 2+0:0:0:0:2, 4+0:1:0:0:4, 3+0:0:0:0:3, 4+0:1:0:0:4, 2+0:0:0:0:2, 5+0:1:0:0:5, 2+0:0:0:0:2, 70+0:7:0:0:64
F# major (6#), 2+0:1:1:0:1, 5+0:1:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:1:0:0:3, 6+0:1:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:1, 4+0:0:0:0:1, 5+0:1:0:0:3, 5+0:2:0:0:3, 6+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:1, 7+0:2:0:0:3, 3+0:0:0:0:1, 89+0:14:1:0:31
Eb minor (6b), 1+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 53+0:7:0:0:21
D# minor (6#), 1+0:1:1:0:1, 5+0:1:0:0:4, 7+0:1:0:0:5, 3+0:0:0:0:3, 4+0:0:0:0:4, 5+0:1:0:0:5, 6+0:1:0:0:4, 4+0:0:0:0:3, 7+0:1:0:0:4, 4+0:0:0:0:3, 5+0:1:0:0:5, 5+0:2:0:0:4, 7+0:1:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 6+0:1:0:0:3, 3+0:0:0:0:3, 8+0:2:0:0:6, 3+0:0:0:0:3, 94+0:14:1:0:73
Cb major (7b), 2+0:0:0:0:1, 4+0:0:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 6+0:1:0:0:6, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:1, 6+0:1:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:2, 85+0:7:0:0:66
C# major (7#), 2+0:1:1:0:1, 5+0:1:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 4+0:0:0:0:2, 6+0:1:0:0:2, 4+0:0:0:0:1, 5+0:1:0:0:4, 5+0:2:0:0:3, 6+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:4, 3+0:0:0:0:1, 90+0:14:1:0:43
Ab minor (7b), 2+0:0:0:0:0, 3+0:0:0:0:2, 5+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 73+0:7:0:0:32
A# minor (7#), 2+0:1:1:0:2, 5+0:1:0:0:5, 6+0:1:0:0:6, 3+0:0:0:0:3, 4+0:0:0:0:4, 5+0:1:0:0:5, 6+0:1:0:0:5, 4+0:0:0:0:4, 6+0:1:0:0:5, 4+0:0:0:0:4, 5+0:1:0:0:5, 5+0:2:0:0:5, 6+0:1:0:0:5, 3+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:3, 7+0:2:0:0:7, 3+0:0:0:0:3, 90+0:14:1:0:85
