 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
Eb major (3b), 2+0:0:1:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:3, 3+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:3, 0+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:1, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+1:1:0:0:3, 49+1:8:3:0:23
A major (3#), 2+0:1:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 5+0:1:0:0:0, 6+0:1:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:1, 7+0:3:0:0:2, 7+0:3:0:0:2, 4+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:1:0:0:0, 7+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:2, 7+0:6:1:0:5, 7+0:5:1:0:4, 5+1:2:0:0:2, 114+1:52:3:0:34
C minor (3b), 2+0:1:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:1, 0+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:2, 2+1:1:0:0:1, 62+1:12:2:0:10
F# minor (3#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 6+0:1:0:0:3, 7+0:1:0:0:3, 3+0:1:0:0:3, 4+0:2:0:0:4, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:4, 2+0:1:0:0:1, 7+0:3:0:0:5, 7+0:3:0:0:5, 5+0:2:0:0:4, 7+0:6:1:0:7, 7+0:5:1:0:6, 5+1:2:0:0:4, 119+1:49:2:0:79
Ab major (4b), 2+0:0:1:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:4, 4+0:1:0:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 7+0:1:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 4+1:1:0:0:3, 57+1:6:3:0:31
E major (4#), 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 6+0:1:0:0:1, 7+0:1:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:2, 8+0:3:0:0:3, 8+0:3:0:0:3, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:1, 8+0:3:0:0:3, 8+0:3:0:0:3, 5+0:2:0:0:2, 7+0:6:1:0:6, 7+0:5:1:0:5, 6+1:2:0:0:2, 124+1:50:3:0:51
F minor (4b), 3+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:1, 5+1:1:0:0:1, 70+1:7:3:0:10
C# minor (4#), 2+0:0:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:3, 1+0:0:0:0:1, 3+0:0:0:1:0, 2+0:0:0:0:1, 3+0:2:0:0:3, 3+0:2:0:0:3, 5+0:0:0:0:2, 4+0:0:1:0:2, 3+0:2:0:0:3, 3+0:2:0:0:3, 6+0:1:0:0:4, 7+0:1:0:0:4, 3+0:1:0:0:3, 4+0:2:0:0:4, 8+0:3:0:0:6, 8+0:3:0:0:5, 5+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 3+0:1:0:0:1, 8+0:3:0:0:6, 8+0:3:0:0:5, 5+0:2:0:0:5, 7+0:6:1:0:7, 7+0:5:1:0:7, 7+1:2:0:0:4, 127+1:48:3:1:93
Db major (5b), 1+0:0:1:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:5, 5+0:1:0:0:4, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 5+0:2:0:0:4, 0+0:0:0:0:0, 7+0:1:0:0:5, 3+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:0, 4+1:1:0:0:4, 70+1:6:3:0:43
B major (5#), 0+0:0:0:0:0, 5+0:1:0:0:2, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 5+0:0:0:0:0, 5+0:0:1:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 7+0:1:0:0:2, 7+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 8+0:3:0:0:4, 8+0:3:0:0:4, 5+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 2+0:0:0:0:0, 8+0:3:0:0:4, 8+0:3:0:0:4, 5+0:2:0:0:3, 7+0:6:1:0:7, 7+0:5:1:0:5, 6+1:2:0:0:3, 131+1:47:3:1:63
Bb minor (5b), 1+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 3+0:0:1:0:1, 5+1:1:0:0:2, 70+1:6:3:0:11
G# minor (5#), 1+0:0:0:0:0, 5+0:1:0:0:3, 4+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:3, 3+0:2:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:4, 4+0:2:0:0:3, 3+0:2:0:0:3, 7+0:1:0:0:5, 7+0:1:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:4, 8+0:3:0:0:7, 8+0:3:0:0:6, 5+0:2:0:0:5, 3+0:0:0:0:1, 4+0:2:0:0:4, 2+0:0:0:0:1, 8+0:3:0:0:7, 8+0:3:0:0:6, 5+0:2:0:0:5, 7+0:6:1:0:7, 7+0:5:1:0:7, 6+1:2:0:0:5, 132+1:47:2:0:105
Gb major (6b), 0+0:0:0:0:0, 3+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 8+0:1:0:0:5, 6+0:1:0:0:5, 2+0:0:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:4, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 5+0:2:0:0:4, 1+0:0:0:0:0, 7+0:1:0:0:5, 4+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:1, 5+1:1:0:0:4, 83+1:6:1:0:58
F# major (6#), 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 3+0:0:0:1:2, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 6+0:0:0:0:1, 6+0:0:0:0:1, 4+0:2:0:0:2, 3+0:2:0:0:2, 8+0:1:0:0:3, 8+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 8+0:3:0:0:5, 8+0:3:0:0:5, 5+0:2:0:0:3, 3+0:0:0:0:1, 4+0:2:0:0:4, 3+0:0:0:0:0, 8+0:3:0:0:5, 8+0:3:0:0:5, 5+0:2:0:0:4, 7+0:6:1:0:7, 7+0:5:1:0:6, 6+1:2:0:0:4, 136+1:46:2:1:77
Eb minor (6b), 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:0, 4+1:1:0:0:3, 75+1:8:1:0:21
D# minor (6#), 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:2:0:0:4, 1+0:0:0:0:1, 3+0:0:0:1:1, 2+0:0:0:0:2, 3+0:2:0:0:3, 3+0:2:0:0:3, 6+0:0:0:0:4, 6+0:0:0:0:4, 4+0:2:0:0:4, 3+0:2:0:0:3, 8+0:1:0:0:6, 8+0:1:0:0:5, 4+0:1:0:0:4, 5+0:2:0:0:5, 8+0:3:0:0:7, 8+0:3:0:0:6, 5+0:2:0:0:5, 4+0:0:0:0:2, 4+0:2:0:0:4, 4+0:0:0:0:2, 8+0:3:0:0:7, 8+0:3:0:0:6, 5+0:2:0:0:5, 7+0:6:1:0:7, 7+0:5:1:0:7, 6+1:2:0:0:5, 137+1:46:2:1:113
Cb major (7b), 0+0:0:0:0:0, 3+0:1:1:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 8+0:1:0:0:6, 7+0:1:0:0:6, 2+0:0:0:0:2, 1+0:0:0:0:1, 7+0:0:0:0:5, 5+0:0:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 5+0:2:0:0:4, 2+0:0:0:0:1, 7+0:1:0:0:5, 5+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 6+1:1:0:0:5, 96+1:7:1:0:71
C# major (7#), 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:2:0:0:3, 1+0:0:0:0:1, 2+0:0:0:1:0, 3+0:0:0:0:1, 3+0:2:0:0:3, 3+0:2:0:0:3, 7+0:0:0:0:2, 6+0:0:0:0:2, 4+0:2:0:0:3, 3+0:2:0:0:3, 8+0:1:0:0:4, 8+0:1:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 8+0:3:0:0:6, 8+0:3:0:0:5, 5+0:2:0:0:4, 3+0:0:0:0:1, 4+0:2:0:0:4, 4+0:0:0:0:0, 8+0:3:0:0:6, 8+0:3:0:0:5, 5+0:2:0:0:5, 7+0:6:1:0:7, 7+0:5:1:0:7, 7+1:2:0:0:4, 139+1:46:2:1:90
Ab minor (7b), 1+0:0:0:0:0, 4+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:1:0:0:3, 6+0:1:0:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:4, 2+0:0:0:0:0, 7+0:1:0:0:4, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+1:1:0:0:3, 83+1:7:1:0:26
A# minor (7#), 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:2:0:0:3, 1+0:0:0:0:1, 3+0:0:0:1:0, 3+0:0:0:0:2, 3+0:2:0:0:3, 3+0:2:0:0:3, 7+0:0:0:0:5, 6+0:0:0:0:5, 4+0:2:0:0:4, 3+0:2:0:0:3, 8+0:1:0:0:7, 8+0:1:0:0:6, 4+0:1:0:0:4, 5+0:2:0:0:5, 8+0:3:0:0:8, 8+0:3:0:0:6, 5+0:2:0:0:5, 3+0:0:0:0:3, 4+0:2:0:0:4, 5+0:0:0:0:3, 8+0:3:0:0:8, 8+0:3:0:0:7, 5+0:2:0:0:5, 7+0:6:1:0:7, 7+0:5:1:0:7, 8+1:2:0:0:6, 140+1:46:2:1:122
