 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
Eb major (3b), 0+0:0:0:0:0, 8+0:0:1:0:1, 1+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:1:0:0, 10+2:4:0:0:6, 4+0:3:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:3, 7+0:5:0:0:7, 4+0:3:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:3:0:0:5, 5+1:2:0:0:2, 5+0:1:0:0:3, 9+0:4:0:0:6, 5+0:2:1:0:3, 6+1:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 98+4:31:3:0:48
A major (3#), 1+0:0:0:0:0, 13+0:8:1:0:6, 3+0:1:0:0:1, 11+0:6:0:0:4, 7+0:5:1:0:4, 7+2:4:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:4:0:0:3, 7+0:4:0:0:3, 7+0:4:0:0:3, 4+0:0:0:0:1, 5+1:3:0:0:2, 7+0:2:0:0:1, 9+0:0:0:0:1, 7+0:2:0:0:1, 7+1:4:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 114+4:51:2:0:43
C minor (3b), 0+0:0:0:0:0, 9+0:0:1:0:3, 1+0:0:0:0:0, 7+0:0:0:0:1, 6+0:0:1:0:2, 9+2:4:0:0:5, 4+0:3:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:1, 6+0:5:0:0:4, 3+0:3:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:4:0:0:3, 6+1:2:0:0:1, 6+0:1:0:0:1, 8+0:4:0:0:3, 5+0:2:0:0:1, 7+1:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 102+4:32:2:0:32
F# minor (3#), 0+0:0:0:0:0, 13+0:8:1:0:10, 3+0:1:0:0:3, 11+0:6:0:0:8, 7+0:5:1:0:7, 8+2:4:0:0:4, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:0:0:6, 7+0:4:0:0:6, 7+0:4:0:0:6, 5+0:0:0:0:1, 5+1:3:0:0:4, 8+0:2:0:0:4, 10+0:0:0:0:3, 7+0:2:0:0:4, 7+1:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 120+4:51:2:0:79
Ab major (4b), 0+0:0:0:0:0, 9+0:0:1:0:2, 2+0:0:0:0:1, 7+0:0:0:0:2, 4+0:0:1:0:1, 10+2:4:0:0:6, 5+0:3:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:4, 7+0:5:0:0:7, 4+0:3:0:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 8+0:3:0:0:6, 6+1:2:0:0:3, 5+0:0:0:0:3, 10+0:4:0:0:7, 5+0:2:1:0:4, 5+1:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 100+4:30:3:0:61
E major (4#), 1+0:0:0:0:0, 14+0:8:1:0:8, 4+0:1:0:0:1, 12+0:6:0:0:6, 7+0:5:1:0:5, 6+2:4:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:4, 7+0:4:0:0:4, 7+0:4:0:0:4, 5+0:0:0:0:0, 6+1:3:0:0:3, 8+0:2:0:0:2, 10+0:0:0:0:0, 7+0:2:0:0:2, 7+1:4:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 121+4:51:2:0:51
F minor (4b), 0+0:0:0:0:0, 10+0:0:1:0:1, 3+0:0:0:0:0, 8+0:0:0:0:0, 5+0:0:1:0:1, 9+2:4:0:0:4, 5+0:3:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:2, 6+0:5:0:0:5, 4+0:3:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:3:0:0:3, 7+1:2:0:0:2, 4+0:0:0:0:0, 9+0:4:0:0:4, 6+0:2:1:0:3, 6+1:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 103+4:30:3:0:33
C# minor (4#), 1+0:0:0:0:1, 14+0:8:1:0:11, 4+0:1:0:0:3, 12+0:6:0:0:9, 7+0:5:1:0:7, 7+2:4:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:0:0:6, 7+0:4:0:0:7, 7+0:4:0:0:7, 6+0:0:0:0:2, 6+1:3:0:0:4, 8+0:2:0:0:5, 11+0:0:0:0:4, 8+0:2:0:0:4, 7+1:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 128+4:51:2:0:88
Db major (5b), 0+0:0:0:0:0, 8+0:0:1:0:3, 2+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:1:0:1, 10+2:4:0:0:6, 5+0:3:0:0:5, 6+0:1:0:0:5, 6+0:2:0:0:5, 7+0:5:0:0:7, 4+0:3:0:0:4, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:7, 7+1:2:0:0:4, 6+0:0:0:0:4, 11+0:4:0:0:9, 5+0:2:1:0:4, 4+1:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 102+4:30:3:0:73
B major (5#), 1+0:0:0:0:1, 14+0:8:1:0:9, 5+0:1:0:0:2, 12+0:6:0:0:7, 8+0:5:1:0:6, 5+2:4:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:4:0:0:5, 7+0:4:0:0:5, 7+0:4:0:0:5, 6+0:0:0:0:0, 7+1:3:0:0:3, 9+0:2:0:0:3, 11+0:0:0:0:2, 8+0:2:0:0:3, 8+1:4:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 130+4:51:2:0:65
Bb minor (5b), 0+0:0:0:0:0, 9+0:0:1:0:2, 1+0:0:0:0:0, 7+0:0:0:0:1, 2+0:0:1:0:1, 10+2:4:0:0:5, 4+0:3:0:0:3, 5+0:1:0:0:2, 5+0:2:0:0:2, 7+0:5:0:0:6, 4+0:3:0:0:4, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:4, 6+1:2:0:0:2, 5+0:0:0:0:0, 10+0:4:0:0:5, 4+0:2:1:0:2, 3+1:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 96+4:31:3:0:41
G# minor (5#), 1+0:0:0:0:1, 14+0:8:1:0:12, 5+0:1:0:0:4, 12+0:6:0:0:10, 8+0:5:1:0:7, 5+2:4:0:0:4, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:4:0:0:6, 7+0:4:0:0:7, 7+0:4:0:0:7, 7+0:0:0:0:3, 8+1:3:0:0:6, 9+0:2:0:0:6, 11+0:0:0:0:6, 8+0:2:0:0:4, 9+1:4:0:0:6, 4+0:2:0:0:4, 4+0:2:0:0:4, 137+4:51:2:0:101
Gb major (6b), 0+0:0:0:0:0, 9+0:0:1:0:4, 3+0:0:0:0:2, 7+0:0:0:0:4, 4+0:0:1:0:1, 10+2:4:0:0:6, 5+0:3:0:0:5, 6+0:1:0:0:6, 6+0:2:0:0:5, 7+0:5:0:0:7, 4+0:3:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:8, 7+1:2:0:0:5, 7+0:0:0:0:5, 12+0:4:0:0:10, 6+0:2:0:0:4, 5+1:1:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 115+4:30:2:0:82
F# major (6#), 0+0:0:0:0:0, 14+0:8:1:0:10, 5+0:1:0:0:3, 12+0:6:0:0:8, 8+0:5:1:0:7, 6+2:4:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:4:0:0:6, 7+0:4:0:0:6, 7+0:4:0:0:6, 7+0:0:0:0:1, 7+1:3:0:0:4, 10+0:2:0:0:4, 12+0:0:0:0:3, 8+0:2:0:0:4, 8+1:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 136+4:51:2:0:79
Eb minor (6b), 0+0:0:0:0:0, 8+0:0:1:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:1:0:0, 10+2:4:0:0:6, 4+0:3:0:0:3, 5+0:1:0:0:3, 5+0:2:0:0:3, 7+0:5:0:0:7, 4+0:3:0:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:5, 6+1:2:0:0:2, 7+0:1:0:0:3, 11+0:4:0:0:6, 6+0:2:0:0:3, 6+1:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 113+4:31:2:0:48
D# minor (6#), 0+0:0:0:0:0, 14+0:8:1:0:13, 4+0:1:0:0:4, 12+0:6:0:0:11, 8+0:5:1:0:8, 6+2:4:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:4:0:0:7, 7+0:4:0:0:7, 7+0:4:0:0:7, 8+0:0:0:0:4, 8+1:3:0:0:7, 10+0:2:0:0:7, 12+0:0:0:0:7, 8+0:2:0:0:5, 8+1:4:0:0:7, 4+0:2:0:0:4, 4+0:2:0:0:4, 141+4:51:2:0:113
Cb major (7b), 1+0:0:0:0:0, 10+0:0:0:0:5, 4+0:0:0:0:3, 8+0:0:0:0:5, 3+0:0:0:0:2, 10+2:4:0:0:6, 5+0:3:0:0:5, 6+0:1:0:0:6, 6+0:2:0:0:4, 7+0:5:0:0:7, 4+0:3:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 9+0:3:0:0:9, 7+1:2:0:0:6, 8+0:0:0:0:6, 13+0:4:0:0:11, 7+0:2:0:0:5, 5+1:1:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 126+4:30:0:0:96
C# major (7#), 0+0:0:0:0:0, 14+0:8:1:0:11, 5+0:1:0:0:3, 12+0:6:0:0:9, 8+0:5:1:0:7, 7+2:4:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:4:0:0:6, 7+0:4:0:0:7, 7+0:4:0:0:7, 8+0:0:0:0:2, 7+1:3:0:0:4, 10+0:2:0:0:5, 13+0:0:0:0:4, 9+0:2:0:0:4, 8+1:4:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 143+4:51:2:0:87
Ab minor (7b), 1+0:0:0:0:0, 11+0:0:0:0:2, 4+0:0:0:0:1, 9+0:0:0:0:2, 4+0:0:0:0:1, 10+2:4:0:0:6, 5+0:3:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:3, 7+0:5:0:0:7, 4+0:3:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:6, 6+1:2:0:0:3, 7+0:0:0:0:3, 12+0:4:0:0:7, 7+0:2:0:0:4, 6+1:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 124+4:30:0:0:60
A# minor (7#), 0+0:0:0:0:0, 14+0:8:1:0:13, 5+0:1:0:0:5, 12+0:5:0:0:9, 8+0:5:1:0:8, 8+2:4:0:0:5, 3+0:0:0:0:2, 5+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 7+0:4:0:0:7, 7+0:4:0:0:7, 7+0:4:0:0:7, 8+0:0:0:0:5, 7+1:3:0:0:6, 10+0:2:0:0:9, 13+0:0:0:0:8, 9+0:2:0:0:6, 8+1:4:0:0:7, 4+0:2:0:0:4, 4+0:2:0:0:4, 147+4:50:2:0:120
