 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
D mixolydian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 8+0:0:1:1:3, 4+0:0:0:0:0,  , 4+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 139+0:0:7:1:19
Bb aeolian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 74+0:0:6:1:16
D aeolian (2#), 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 9+0:6:1:1:4, 5+0:3:0:0:0,  , 5+0:3:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 153+0:94:9:1:27
Bb locrian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:20
D locrian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 123+0:0:5:1:17
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:16
A major (3#), 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 175+0:95:9:1:47
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:2, 5+0:1:1:0:1, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:2, 5+0:1:1:0:1, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 84+0:18:6:1:18
F# minor (3#), 4+0:2:0:0:3, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:4, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 6+0:3:0:0:5, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:4, 10+0:6:1:1:7, 6+0:3:0:0:5,  , 6+0:3:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 172+0:81:7:1:112
C minor mel (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:1:0:2, 6+0:1:1:0:1, 1+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:1:0:2, 6+0:1:1:0:1, 1+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:2, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 99+0:18:6:1:18
F# minor mel (3#), 5+0:2:0:0:3, 5+0:2:0:0:3, 4+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 3+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:5, 8+0:3:0:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:5, 5+0:2:0:0:3, 4+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 3+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:5, 8+0:3:0:0:4, 11+0:6:1:1:7, 7+0:3:0:0:5,  , 7+0:3:0:0:5, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 180+0:79:7:1:110
Eb major blues (3b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 6+0:0:0:0:1, 8+0:0:1:1:2, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 119+0:9:6:1:21
A major blues (3#), 5+0:2:0:0:1, 5+0:2:0:0:1, 6+0:2:0:0:1, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 6+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:1, 6+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 199+0:87:7:1:62
C minor blues (3b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 6+0:0:0:0:1, 8+0:0:1:1:2, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 119+0:9:6:1:21
F# minor blues (3#), 5+0:2:0:0:1, 5+0:2:0:0:1, 6+0:2:0:0:1, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 6+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:1, 6+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 199+0:87:7:1:62
Eb dorian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 74+0:0:6:1:16
A dorian (3#), 5+0:2:0:0:1, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 183+0:87:9:1:64
Eb phrygian (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:20
A phrygian (3#), 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 9+0:6:1:1:4, 5+0:3:0:0:0,  , 5+0:3:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 153+0:94:9:1:27
Eb lydian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 74+0:0:6:1:16
A lydian (3#), 5+0:2:0:0:1, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 5+0:2:0:0:1, 5+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 4+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:2, 8+0:3:0:0:2, 11+0:6:1:1:4, 7+0:3:0:0:2,  , 7+0:3:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 183+0:87:9:1:64
Eb mixolydian (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:20
A mixolydian (3#), 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 9+0:6:1:1:4, 5+0:3:0:0:0,  , 5+0:3:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 153+0:94:9:1:27
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:16
A aeolian (3#), 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 175+0:95:9:1:47
