 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
B minor (2#), 3+0:1:0:0:2, 3+0:0:1:0:1, 6+0:3:1:0:4, 6+0:3:0:0:4, 3+0:1:0:0:2, 3+0:0:0:0:1, 5+0:2:0:0:3, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:1:0:1, 2+0:0:0:0:1, 47+0:11:3:1:23
G minor mel (2b), 1+0:0:0:0:0, 3+0:2:1:0:1, 4+0:0:1:0:2, 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:0:0:0:0, 4+0:3:0:1:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:2:1:0:1, 2+0:0:0:0:0, 33+0:10:3:1:7
B minor mel (2#), 3+0:1:0:0:2, 4+0:0:1:0:1, 7+0:3:1:0:4, 7+0:3:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:1:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:2, 4+0:0:1:0:1, 2+0:0:0:0:1, 53+0:11:3:1:23
Bb major blues (2b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 57+0:9:3:1:12
D major blues (2#), 2+0:1:0:0:0, 4+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 3+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 4+0:1:1:0:1, 1+0:0:0:0:0, 46+0:13:3:1:7
G minor blues (2b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 57+0:9:3:1:12
B minor blues (2#), 2+0:1:0:0:0, 4+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 3+0:1:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 4+0:1:1:0:1, 1+0:0:0:0:0, 46+0:13:3:1:7
Bb dorian (2b), 0+0:0:0:0:0, 3+0:0:1:0:2, 3+0:0:1:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 24+0:0:3:1:10
D dorian (2#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Bb phrygian (2b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
D phrygian (2#), 2+0:0:0:0:0, 3+0:0:1:0:2, 4+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 33+0:0:3:1:10
Bb lydian (2b), 0+0:0:0:0:0, 3+0:0:1:0:2, 3+0:0:1:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 24+0:0:3:1:10
D lydian (2#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
Bb mixolydian (2b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
D mixolydian (2#), 2+0:0:0:0:0, 3+0:0:1:0:2, 4+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 33+0:0:3:1:10
Bb aeolian (2b), 1+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 35+0:0:3:1:10
D aeolian (2#), 2+0:1:0:0:0, 2+0:1:1:0:1, 5+0:3:1:0:2, 5+0:3:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 35+0:13:3:1:7
Bb locrian (2b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
D locrian (2#), 1+0:0:0:0:0, 3+0:0:1:0:2, 3+0:0:1:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:2, 0+0:0:0:0:0, 24+0:0:3:1:10
Eb major (3b), 2+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 47+0:9:3:1:9
A major (3#), 2+0:1:0:0:0, 3+0:1:1:0:1, 6+0:3:1:0:3, 6+0:3:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 41+0:13:3:1:7
C minor (3b), 3+0:0:0:0:0, 5+0:2:1:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:3:0:1:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 47+0:9:3:1:10
F# minor (3#), 3+0:1:0:0:2, 4+0:0:1:0:0, 7+0:3:1:0:5, 6+0:3:0:0:5, 3+0:1:0:0:2, 4+0:0:0:0:2, 6+0:2:0:0:4, 4+0:0:0:1:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:2, 4+0:0:1:0:0, 2+0:0:0:0:1, 53+0:11:3:1:28
C minor mel (3b), 2+0:0:0:0:0, 4+0:2:1:0:2, 4+0:0:1:0:1, 2+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:3:0:1:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 35+0:9:3:1:10
F# minor mel (3#), 4+0:1:0:0:2, 4+0:0:1:0:0, 8+0:3:1:0:5, 7+0:3:0:0:5, 4+0:1:0:0:2, 4+0:0:0:0:2, 7+0:2:0:0:4, 5+0:0:0:1:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:1:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 62+0:11:3:1:28
Eb major blues (3b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
A major blues (3#), 3+0:1:0:0:0, 4+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 6+0:2:0:0:1, 5+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:1:0:1, 2+0:0:0:0:0, 55+0:13:3:1:9
C minor blues (3b), 3+0:0:0:0:1, 6+0:2:1:0:3, 7+0:0:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:2:1:0:3, 4+0:0:0:0:2, 63+0:9:3:1:24
F# minor blues (3#), 3+0:1:0:0:0, 4+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 4+0:1:0:0:0, 4+0:0:0:0:0, 6+0:2:0:0:1, 5+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:1:0:1, 2+0:0:0:0:0, 55+0:13:3:1:9
Eb dorian (3b), 1+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 35+0:0:3:1:10
A dorian (3#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Eb phrygian (3b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
A phrygian (3#), 2+0:1:0:0:0, 2+0:1:1:0:1, 5+0:3:1:0:2, 5+0:3:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 35+0:13:3:1:7
Eb lydian (3b), 1+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 35+0:0:3:1:10
A lydian (3#), 3+0:1:0:0:0, 3+0:1:1:0:1, 7+0:3:1:0:3, 7+0:3:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:1, 4+0:0:0:1:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 50+0:13:3:1:9
Eb mixolydian (3b), 3+0:0:0:0:0, 5+0:2:1:0:2, 6+0:0:1:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 6+0:0:0:0:1, 6+0:3:0:1:3, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 4+0:0:0:0:1, 56+0:9:3:1:12
